,node,embedding
5302,4504,"[ 0.44269329 -0.36515405 -0.1623424   0.84666233  0.23570379  0.17982421
 -0.12128075 -0.12462498 -0.64963344 -0.11379434 -0.53680138  0.03334647
  0.05368272 -0.23781946  0.22746925  0.46659268 -0.104872   -0.18652296
  0.08245479 -0.065026   -0.10922967  0.10191681  0.1571551  -0.22254944
 -0.23093864  0.33881715  0.00548153  0.26288447  0.00579058  0.09095849
  0.07115708 -0.13221025]"
5303,3673,"[ 0.08651239 -0.03340583 -0.10106459  0.04688841  0.01092582  0.03151394
  0.01626415 -0.12314665 -0.08710091 -0.12342793 -0.07837082 -0.05379423
 -0.00736341 -0.11375747  0.01308702  0.0783614  -0.01251821  0.00805627
 -0.04226563  0.04634824 -0.0603309   0.08712484  0.09231576 -0.05583177
 -0.04388639 -0.00579733 -0.11379543  0.02345815 -0.10379689  0.03485069
  0.0462606  -0.08214153]"
5304,4487,"[ 0.66972523 -0.37445527 -0.15446603  1.17756242  0.321608    0.07328816
 -0.48454575 -0.26086854 -0.8863212  -0.09363896 -0.63309918 -0.0045884
 -0.03951668 -0.45653028  0.3670574   0.11099639  0.27147569  0.23215652
  0.14246076  0.11861466 -0.30261794  0.01778403  0.06429631 -0.10916228
  0.19478102 -0.04330482 -0.00281713 -0.10295189 -0.12212477 -0.07301668
 -0.23427856  0.06500723]"
5305,3021,"[ 2.53117236e-01 -1.59331503e-01 -7.14925722e-02  4.88904166e-01
  5.28462425e-02  1.08955145e-01 -9.15222959e-02 -2.72245970e-02
 -2.78792502e-01 -7.06394866e-02 -3.34487899e-01 -1.11711572e-04
 -2.91919119e-03 -1.15868450e-01  7.50288183e-02  2.65019867e-01
 -6.76023650e-02 -5.63208126e-02  3.97299093e-02  1.58905778e-04
  1.27142331e-01  4.45142001e-02 -5.95970710e-02  4.66796152e-02
 -1.13704126e-01  2.48167195e-01  4.64287192e-02  1.30359787e-01
 -1.11968350e-01  1.29518311e-01  7.05654669e-02 -3.57657376e-02]"
5306,1957,"[ 0.41287157 -0.29497942  0.21487787  0.393001    0.07479918 -0.19878257
  0.09092344 -0.04252537 -0.02388422  0.06620748 -0.4824554  -0.06556333
 -0.15770667 -0.11576823  0.01618159  0.08580808  0.31129194 -0.17178252
 -0.22749417  0.20763074  0.2754932   0.04247282 -0.11162885 -0.04623849
 -0.15276377  0.56221015 -0.14760537  0.14428037  0.02311037  0.11427075
  0.12594831  0.06717991]"
5307,2987,"[ 0.20706494 -0.06270459 -0.05784963  0.38757156  0.08045296  0.05429865
 -0.20821799 -0.2494247  -0.24347327 -0.07125183 -0.17809881  0.00107345
  0.00203597 -0.18143008  0.00952488  0.02608554 -0.06745502  0.08669229
 -0.08796553  0.07096477  0.13846801  0.03710437 -0.05124703 -0.03018316
  0.06186483 -0.17980038 -0.154448   -0.00400677 -0.19598349  0.12180768
  0.20006881 -0.01974553]"
5308,1691,"[ 0.4849313  -0.57654083 -0.13993196  0.05846021 -0.02833437  0.2429357
  0.37872802 -0.10846559 -0.17260756  0.16010681 -0.00316644  0.16692488
 -0.11812929  0.13097114 -0.21889893  0.0194501  -0.00996373  0.06421136
  0.04690396  0.17781979 -0.03966066  0.03889212  0.00548593 -0.05317278
 -0.11764347 -0.09977539  0.09045884  0.13744598 -0.08501411  0.20756779
  0.02249016  0.20023422]"
5309,4233,"[ 0.18066455 -0.06325558  0.1151329   0.22589123  0.11009198 -0.08696879
 -0.03882234 -0.10423459 -0.1434004  -0.12853863 -0.14899217  0.01968932
  0.09141921 -0.12132862  0.02406465  0.21341992 -0.00167479  0.13788228
  0.02138938  0.04422899 -0.0776423   0.07698124  0.06019727  0.0946932
 -0.09092565 -0.10746101 -0.18036725 -0.02366322 -0.04460427  0.01263383
  0.07517228  0.00729492]"
5310,3379,"[ 0.19197287 -0.146427   -0.12508138  0.46708152  0.09173218  0.04743638
 -0.09444799 -0.0732804  -0.4395556  -0.03060668 -0.2493951  -0.09789735
 -0.00749433 -0.16661827  0.11022078  0.288692    0.07274475  0.01440347
  0.11620377  0.01475458 -0.0999721   0.04905462 -0.03716514 -0.09804923
 -0.00308465  0.03036551  0.01138135  0.09814425 -0.21714138 -0.04917631
  0.06574519 -0.06923597]"
5311,6460,"[ 0.23348126 -0.17487247 -0.10931934  0.52074547  0.05316843  0.12233873
 -0.09757849 -0.03439626 -0.21451186 -0.05371834 -0.29696121 -0.03858857
 -0.08005959 -0.11617963  0.08703343  0.33721898 -0.05570264 -0.12135257
  0.06078996 -0.01306877  0.14763928  0.03562006 -0.03009426 -0.09299372
 -0.09218015  0.27269026  0.05626516  0.07891414 -0.17722186  0.14348818
  0.11832385  0.04520726]"
5312,5259,"[ 0.23850269 -0.11257868  0.0074749   0.29133786  0.1745157  -0.00889229
 -0.08095603 -0.29296391 -0.15740321  0.01091202 -0.0927037  -0.07701662
  0.00706119 -0.19511326  0.03574318 -0.06068461 -0.02409307  0.0546176
 -0.10427917  0.23199348 -0.01554988  0.08657507  0.09282628 -0.15963443
 -0.15934739 -0.12693391 -0.19528545  0.01019796 -0.08607936 -0.06553739
  0.20119961 -0.12362473]"
5313,734,"[ 0.24209379 -0.05159077 -0.02851752 -0.19668866  0.31962187  0.06226182
 -0.06612551  0.01410007  0.09541872 -0.00374917  0.08650055  0.00655133
 -0.04762572 -0.26937741 -0.04327549  0.08355905 -0.05965715 -0.07349113
  0.07671366 -0.04878751  0.06951474  0.03797847 -0.04112035 -0.07026832
  0.08178247 -0.00975562  0.05692294 -0.00556235 -0.07550107 -0.0007499
  0.09411648 -0.00245773]"
5314,5391,"[ 0.48823862 -0.16470004 -0.18741839 -0.38350586  0.65614845  0.3559161
 -0.2407811  -0.10005358  0.11660662 -0.2697011   0.24085883 -0.09273976
 -0.17401802 -0.45777512 -0.02847314  0.02433209 -0.50912997 -0.16837573
 -0.01739379 -0.21238241  0.19746433  0.22619009 -0.32118547 -0.10315668
 -0.05833779 -0.03466856  0.15710837 -0.30405049 -0.17253273  0.00656884
  0.19532221 -0.10413766]"
5315,488,"[ 0.4163501  -0.40841521  0.06032572  0.04724862  0.13403886 -0.0966205
  0.35539696  0.07941458  0.07097435 -0.00049411  0.16209796 -0.03773681
 -0.14682967 -0.15036736 -0.42443836 -0.23913811  0.19045421  0.24905646
 -0.03226352  0.03352303  0.03989306 -0.09197882 -0.19615723 -0.1048482
  0.14793404 -0.16328788 -0.00807583  0.05873517  0.00650372 -0.08734405
 -0.11052655  0.06667224]"
5316,2539,"[ 0.22078382 -0.1069703  -0.05935293 -0.02302687  0.08409788  0.02743615
 -0.01158584 -0.06397869 -0.12102373 -0.03771817  0.02206264 -0.15844299
 -0.00117744 -0.14009129  0.03196283  0.14319924  0.10283255  0.02839817
  0.15024772  0.02063845 -0.17408142  0.01207559 -0.03795843 -0.03150986
  0.06951101  0.14821947  0.08930967  0.04982817 -0.11221631 -0.11294758
  0.02099624 -0.09631363]"
5317,4744,"[ 0.56327826 -0.06302065 -0.11346655 -0.50882725  0.91800742  0.21802363
 -0.1760807   0.00446241  0.2027167  -0.32719705  0.10898369 -0.23654717
 -0.10511236 -0.3745062   0.0137207   0.01653543 -0.18867434 -0.10468382
  0.40558093 -0.10112056  0.17842956  0.1809959  -0.37122657  0.01623395
  0.00985323  0.1987646   0.13945352 -0.139695    0.07822469 -0.33915953
  0.11982346  0.06686833]"
5318,6538,"[ 0.48447779 -0.27134793 -0.18318947 -0.22565579  0.41733257  0.14314584
  0.13811041  0.10187492  0.09947502 -0.09756436  0.40598085 -0.04844594
  0.05851321 -0.32157579 -0.19783948 -0.03644582  0.03505116  0.06494453
 -0.07521297 -0.31392844  0.01187897  0.25449717 -0.40336032 -0.09340449
  0.1811332  -0.20075081  0.10024313 -0.06218373 -0.07289613 -0.01666937
 -0.02468325  0.06120784]"
5319,1694,"[ 0.2531558  -0.09608478 -0.06699938 -0.23937414  0.44416215 -0.02385214
 -0.06299675 -0.0142557   0.1250893  -0.0797286   0.21878539 -0.03671717
 -0.05936703 -0.46853091 -0.05129016  0.0013001  -0.18169238 -0.05363712
  0.11371802 -0.18806576  0.03438738  0.1573056  -0.13192551  0.15610948
  0.06009676  0.06284902  0.05549294  0.0566981   0.04631479 -0.19643418
  0.08961028 -0.03861182]"
5320,2303,"[ 4.22021976e-01 -2.56007363e-01  6.67256509e-02  5.34491397e-02
  1.24610979e-01  5.23253368e-03 -6.15237162e-03 -1.45844802e-02
 -4.23703993e-02 -1.90815292e-01  5.99520465e-02  1.10195207e-01
 -1.29752392e-01 -1.42124323e-01 -1.82117126e-02 -1.88861777e-01
  1.82652912e-02  3.32405377e-01 -9.96588458e-02 -6.55197898e-02
 -4.42369450e-02 -7.43531030e-02  9.70688091e-05  3.19049779e-02
  7.51355546e-02  1.63115256e-02 -2.31873887e-01 -9.32533657e-02
 -6.53776357e-02 -1.96860452e-02 -2.00315849e-01  1.32212726e-01]"
5321,4055,"[ 0.46555759 -0.24766933 -0.13946204 -0.27139149  0.54519207  0.22723389
 -0.04998893 -0.05269216  0.18749235 -0.11417836  0.23045782  0.10748823
 -0.08765665 -0.42354366 -0.01974032  0.09049329 -0.31318665 -0.08122941
 -0.00226883 -0.16169155  0.19469071  0.13722534 -0.40272669 -0.00456844
  0.03534517 -0.15941434  0.03017719 -0.27644414 -0.03858745 -0.02425048
  0.27020975 -0.07304045]"
5322,6551,"[ 0.30448633 -0.12550174  0.12074497 -0.08139161  0.08544497  0.01132799
 -0.10306268  0.12006738  0.20475203  0.1440126   0.07161863  0.00895286
  0.0794454  -0.18364942  0.106129    0.12935216 -0.04149769  0.05085859
 -0.03456688  0.00635471 -0.01435669  0.04445298  0.10274267  0.16064369
 -0.01554369  0.02953745  0.16241366 -0.01182781 -0.11845469  0.00716097
  0.0167678   0.00478662]"
5323,5739,"[ 0.45963808 -0.24777906  0.48298479 -0.16509772 -0.0837699  -0.06225775
 -0.00719162  0.23700345  0.29851094 -0.00449218  0.01477397  0.04924076
 -0.15625335 -0.06299631  0.24073971  0.42566751  0.1502944   0.34351355
 -0.18084237 -0.18972097 -0.21909581  0.11032569 -0.16563791  0.08928756
 -0.03275498 -0.0686401   0.20638872 -0.38141747 -0.17889526 -0.19862407
 -0.04962728 -0.16544051]"
5324,3626,"[ 0.48171061 -0.21321271  0.34165489 -0.07165385 -0.12553518  0.14166945
 -0.06121954  0.11862074  0.06539325 -0.05872517 -0.19345382  0.01257596
  0.06505585  0.1664987   0.29794121  0.36708124 -0.13933675  0.19817418
 -0.21446793 -0.09664986  0.14628169 -0.00665016  0.13040678 -0.07237738
 -0.26907145  0.21700489  0.16452667 -0.12618695  0.06224901  0.07151803
 -0.05721248 -0.13135021]"
5325,1900,"[ 0.35930796 -0.23372121  0.36992022  0.0656593  -0.15095898  0.08052809
  0.0129832   0.06710042  0.17094513 -0.08846973 -0.32046724 -0.15108841
  0.05935781  0.07665207  0.21612735  0.20061784  0.08811858  0.13572155
 -0.09264773 -0.16219805  0.11106727 -0.07603313 -0.07542097 -0.0077504
 -0.24290423  0.20705752  0.18673607  0.0059336  -0.04998925 -0.19248196
 -0.13712041 -0.08140222]"
5326,974,"[ 1.57125181 -1.04520292 -0.85409905 -0.15997496 -0.88085907  0.22433459
  0.32227645  0.30089361 -0.24123308 -0.29842763  0.60524246  0.22662928
 -0.01430581  0.66633849  0.14843216  0.41245526  0.19076961  0.34819698
 -0.14305519 -0.34172724 -0.36627831  0.02787991 -0.00593556 -0.04900034
  0.58554261 -0.35034865 -0.30154895 -0.29696553  0.14412869 -0.05393245
  0.02234821  0.03078523]"
5327,6101,"[ 0.25560125 -0.17476254 -0.15532511  0.06128337 -0.1850584  -0.04442526
  0.03152386  0.01676978 -0.24109946  0.15768109  0.06607657 -0.01440417
 -0.08218537  0.15617856  0.17917035  0.08281724  0.16610414  0.06280347
 -0.00917288  0.0875753  -0.1341317   0.03203581 -0.15128571 -0.15089842
 -0.11416809  0.17264636  0.11886764 -0.02479523 -0.13792843 -0.03973343
  0.04607478 -0.09424747]"
5328,2030,"[ 0.73437528 -0.55011914 -0.29489411  0.23229425 -0.29614661  0.18538701
  0.1009018   0.26614583 -0.23926154  0.11060567  0.0958344   0.07415318
  0.24135084  0.32637822  0.33993955  0.02814849  0.03233267 -0.11273005
 -0.01523105 -0.32548934 -0.24159961 -0.19366915 -0.04312547 -0.33369565
  0.33563288 -0.03110978  0.10783973 -0.3292902  -0.17555236 -0.12346948
 -0.48766555  0.08628112]"
5329,2212,"[ 0.12701906 -0.07138584 -0.04301865  0.01862884 -0.1935329  -0.02427409
  0.03508648  0.05586869 -0.02124258  0.0986743   0.05898834 -0.01664389
 -0.00723886  0.12409566  0.13170367  0.12113143  0.11291924  0.02674941
 -0.01134663 -0.02858885 -0.01797744  0.01819648 -0.17513288 -0.0584394
  0.01417701 -0.0117149   0.0912137  -0.08469646 -0.03554617 -0.0750811
 -0.00333713 -0.06328391]"
5330,5996,"[ 0.15943879 -0.11351202  0.01817128  0.2451555   0.01762749  0.10099829
 -0.02335114 -0.11386583 -0.1571583  -0.08485938 -0.29758913 -0.01378529
  0.01903419 -0.01824552  0.06504497  0.10909707 -0.0645063  -0.07677409
  0.00069895 -0.08777041  0.16245279 -0.04625625  0.03824449  0.00644219
 -0.00155779  0.11747585  0.10155435  0.14736901  0.0287472   0.07610941
  0.04195935  0.11621683]"
5331,2994,"[ 8.98827232e-02  4.44459600e-02 -1.45075673e-02  2.40682544e-01
  2.69585760e-02 -1.18150786e-02 -4.87888625e-02  1.58824460e-02
 -3.64288815e-02 -5.75854114e-02  1.76197029e-05 -1.68194812e-02
  1.40588259e-02  4.00535824e-02  5.11734479e-02  9.15828490e-02
 -4.75043214e-02  3.17006442e-02  4.15749709e-02 -1.11707430e-02
  9.15548704e-02  3.07456445e-02 -2.40248654e-01 -1.16652283e-02
  5.71891324e-02  2.26984216e-02 -1.18621452e-02  6.25717923e-02
 -9.15871681e-02  7.88582509e-02 -4.70139687e-02  3.43516689e-03]"
5332,515,"[ 0.09960883 -0.0085349   0.07380303  0.09238167  0.05020777 -0.03119989
  0.01043702  0.01515064  0.10212922 -0.0356584   0.01221099 -0.08667722
  0.02014267 -0.06396941  0.07212415  0.03622189 -0.05232202  0.04795204
  0.03841018 -0.08004678  0.04612264 -0.02796251 -0.1890173   0.00501438
  0.0668302  -0.08332671  0.02436242  0.06279419 -0.06667948 -0.11332747
 -0.07250155  0.01825578]"
5333,5576,"[ 0.09960883 -0.0085349   0.07380303  0.09238167  0.05020777 -0.03119989
  0.01043702  0.01515064  0.10212922 -0.0356584   0.01221099 -0.08667722
  0.02014267 -0.06396941  0.07212415  0.03622189 -0.05232202  0.04795204
  0.03841018 -0.08004678  0.04612264 -0.02796251 -0.1890173   0.00501438
  0.0668302  -0.08332671  0.02436242  0.06279419 -0.06667948 -0.11332747
 -0.07250155  0.01825578]"
5334,1648,"[ 0.57047129 -0.24531552  0.60603396  0.12651868 -0.2144159   0.28302688
 -0.09557769 -0.21930675  0.1871284  -0.00286462 -0.451564   -0.0401354
 -0.1438833   0.07475997  0.1285725  -0.05882421 -0.0518976  -0.15842787
 -0.30471344  0.05890196  0.0522253   0.16479452  0.01037415 -0.13659988
  0.12121286  0.66211337  0.07197301 -0.1294245   0.37414021 -0.0286488
  0.15845246 -0.02390331]"
5335,2933,"[ 0.82503989 -0.33652751  0.84600172 -0.13234327  0.00288078  0.04472769
  0.00657485 -0.1862865   0.53374957 -0.2816667  -0.53997279 -0.34092051
  0.09552192 -0.0993227   0.03206429  0.3928265   0.07123392  0.43966105
  0.097251    0.11054409  0.27326072 -0.08383325  0.12784646  0.18285597
 -0.37448998 -0.00199371  0.22497623 -0.07848737  0.12750522 -0.53807893
 -0.06344009 -0.04877776]"
5336,3374,"[ 0.47282171 -0.24518211 -0.00162505 -0.28126954  0.3535529   0.32214201
  0.06668238 -0.17699767  0.17639807 -0.10416115  0.06203297 -0.0357065
  0.08687741  0.01526413 -0.27748275 -0.07578413 -0.28806686 -0.03357923
  0.03651525  0.14046864  0.1917467   0.0820866  -0.24910801 -0.0249954
 -0.02755818 -0.03158606  0.15490645 -0.12734058  0.08303434 -0.10375257
  0.18163795  0.09519288]"
5337,3649,"[ 0.4650677  -0.29244797  0.17362179  0.05712088  0.12898144 -0.03959046
  0.22192835 -0.16393878  0.12430014 -0.12580268 -0.16249261 -0.08844388
  0.11707643 -0.00313884 -0.1825133   0.13661618 -0.02806323  0.0352597
  0.07347316  0.11452334 -0.0134501   0.02777268 -0.05051777  0.31971417
  0.07719093 -0.05238311  0.06485901 -0.05813519 -0.08944387 -0.13566192
  0.06868529 -0.2143704 ]"
5338,3730,"[ 0.46877333 -0.35999298  0.21477432 -0.02583608 -0.00670296 -0.0320802
  0.35886689 -0.14496566  0.12612406  0.0989871   0.05499376  0.09296361
 -0.07352078  0.08922523 -0.44711341 -0.02508076  0.18198919  0.12974062
 -0.10399514  0.23553789  0.03753496 -0.13429557 -0.07947621  0.06177524
  0.08131748 -0.06123574  0.17376113  0.04121662  0.14152012  0.01705241
  0.20408221  0.21281984]"
5339,6106,"[ 0.10675854 -0.01286749  0.06585899 -0.02456598 -0.00868541  0.06883208
  0.02615701 -0.15802461  0.04815    -0.01799416 -0.06036598 -0.00427823
  0.00453263 -0.03302507 -0.09432503 -0.00063154  0.04861009 -0.05487383
 -0.05122861  0.07100166  0.08100552 -0.0346037  -0.04549422 -0.00948889
 -0.00815505 -0.00289718  0.02302535 -0.03726389  0.04532245 -0.11192043
  0.19947583 -0.08722287]"
5340,5008,"[ 0.27648992 -0.09011825  0.35241055 -0.08574364 -0.03287459 -0.04260199
 -0.04253822  0.02460506  0.28830562 -0.04416493 -0.15480167 -0.0092948
 -0.08732978 -0.04954253  0.05470276  0.36885743 -0.03269385  0.28249946
 -0.18360567 -0.08048551  0.13739283  0.11802805 -0.01651927  0.10661929
 -0.1453617  -0.18581862  0.0999471  -0.13502649  0.05968924 -0.28919328
 -0.02929591 -0.17231251]"
5341,428,"[ 0.1961613  -0.03381948 -0.00261222  0.38042319  0.13619339  0.14960013
 -0.19085215 -0.12957556 -0.02616529 -0.19549886 -0.08075128  0.00160123
  0.0104586  -0.00814382 -0.0978326   0.08809736 -0.0413176  -0.0111428
 -0.03563561  0.07660382  0.2626718  -0.02747008 -0.12661367  0.07804977
  0.11953804 -0.1243069  -0.0296708  -0.03190508  0.07308491 -0.0129925
  0.17717031 -0.09934474]"
5342,4278,"[ 0.59835194 -0.21330655  0.6954055  -0.08481928  0.00084728 -0.10117374
 -0.12557847 -0.06388466  0.40710391 -0.12752667 -0.25645001  0.0761598
 -0.17888379 -0.11125701  0.1009319   0.49536369  0.02263383  0.491979
 -0.22047006  0.13095482  0.0720448   0.02021255 -0.25377875  0.2048494
 -0.23435442 -0.12727252  0.16067839 -0.36928302  0.21452279 -0.41620829
  0.00530588 -0.180325  ]"
5343,1404,"[ 2.37285599e-01 -1.05525378e-01 -2.84641090e-02 -1.56241709e-01
  2.54347628e-01  1.01655473e-01 -9.99786907e-02  6.19101578e-02
  1.43259759e-01 -6.66971484e-02  5.13135188e-02 -4.93717382e-02
  4.31418734e-02 -2.61641156e-01 -1.40349186e-04  2.98685899e-02
 -1.88973160e-01 -1.91676450e-01 -4.29816423e-02 -1.57678010e-01
  1.57848385e-01  1.23200023e-01 -1.29363146e-01  3.33582962e-02
  9.43201417e-03 -2.19157458e-02  6.21180659e-02  8.24034915e-02
 -3.42599745e-02 -1.50629961e-01  2.02005274e-01 -1.30129813e-01]"
5344,1079,"[ 0.76123786 -0.56693186  0.36877943 -0.02728533  0.04122189 -0.36767853
  0.5867498   0.10885036  0.38345121 -0.34428194  0.0395708   0.07812388
 -0.01314585 -0.15571601 -0.61507139 -0.26004464  0.62944834  0.06513828
  0.18790907  0.1022591   0.07035116  0.01145608 -0.09070917 -0.05835371
  0.23577624 -0.21232628 -0.02075068 -0.03322547  0.11478964  0.12090038
  0.27080534  0.29975348]"
5345,617,"[ 0.65225839 -0.59958897 -0.15726787  0.31142579  0.04617116 -0.08745339
  0.29871075  0.20793084 -0.24261129  0.17386803  0.10583409  0.30192795
 -0.36378783 -0.17772761 -0.17622295 -0.50263081  0.34850447  0.15347768
  0.16922331  0.05818736 -0.21184755  0.09606845 -0.18375251 -0.27494721
 -0.18975549  0.12935054  0.0482371  -0.01742023  0.15201221  0.26795821
 -0.33473271  0.04762831]"
5346,5969,"[ 0.65225839 -0.59958897 -0.15726787  0.31142579  0.04617116 -0.08745339
  0.29871075  0.20793084 -0.24261129  0.17386803  0.10583409  0.30192795
 -0.36378783 -0.17772761 -0.17622295 -0.50263081  0.34850447  0.15347768
  0.16922331  0.05818736 -0.21184755  0.09606845 -0.18375251 -0.27494721
 -0.18975549  0.12935054  0.0482371  -0.01742023  0.15201221  0.26795821
 -0.33473271  0.04762831]"
5347,4094,"[ 0.93595145 -0.24836909  0.3351088   1.00417694  0.29019653 -0.22294765
  0.23639476  0.29403071  0.10334448 -0.21389878  0.21213436 -0.05570917
  0.27734292  0.13001923  0.16594213 -0.4098893   0.49131125  0.82869187
  0.61903745  0.03305816 -0.00820548  0.1376753   0.08570137  0.85914331
 -0.17760884 -0.09634429 -0.30845385  0.32899985  0.13515935 -0.68795862
 -0.21747936  0.49547278]"
5348,2306,"[ 0.63137643 -0.44108912  0.34330148  0.21245743  0.19332736 -0.58070963
  0.50937316  0.13957094  0.33984629 -0.02212221 -0.05372047  0.13690971
 -0.28662193 -0.19405345 -0.57491006 -0.14464939  0.67973179 -0.05624896
 -0.09066847  0.1259495   0.18181301 -0.01482033 -0.2283698  -0.22518108
  0.21248892 -0.12004553  0.06333628 -0.07064614  0.06268164  0.23018001
 -0.11529714  0.41594467]"
5349,5334,"[ 0.63137643 -0.44108912  0.34330148  0.21245743  0.19332736 -0.58070963
  0.50937316  0.13957094  0.33984629 -0.02212221 -0.05372047  0.13690971
 -0.28662193 -0.19405345 -0.57491006 -0.14464939  0.67973179 -0.05624896
 -0.09066847  0.1259495   0.18181301 -0.01482033 -0.2283698  -0.22518108
  0.21248892 -0.12004553  0.06333628 -0.07064614  0.06268164  0.23018001
 -0.11529714  0.41594467]"
5350,3709,"[ 0.50084433 -0.32838673 -0.15741425 -0.38930567  0.67255739  0.23766683
  0.10456199  0.20929084  0.18451076 -0.17120021  0.38119527  0.06948973
 -0.22062273 -0.47485469 -0.33167404 -0.05537384 -0.12235045 -0.09179699
  0.04804181 -0.3026917   0.11694877  0.20433003 -0.43692176 -0.04424396
  0.06482914 -0.13366712  0.25744466 -0.10446139 -0.0639481   0.05136752
  0.27168581  0.16959671]"
5351,3881,"[ 0.72111089 -0.72288646  0.1037532  -0.07747408  0.02479167 -0.11165771
  0.58211195  0.12581646  0.18873793 -0.18042746  0.3380885   0.12078316
 -0.16807633 -0.02860301 -0.46080912 -0.42405545  0.39666496  0.15627389
  0.30345922  0.13228681 -0.02045071 -0.20535059 -0.25652856  0.04345814
  0.15299623 -0.2889178  -0.15494169  0.09353158  0.15075325  0.2736005
 -0.13254413  0.41622887]"
5352,1867,"[ 0.33548942 -0.2160671  -0.0752751  -0.20925002  0.3290203   0.19686297
 -0.04889058  0.03407362  0.1141563  -0.01259848  0.17040067 -0.00173866
  0.00688436 -0.27975333  0.05089446 -0.07274628 -0.23700442 -0.04523619
  0.08560106 -0.0511441   0.12733629  0.23871019 -0.23087363 -0.02899498
  0.0098457   0.02675588  0.23460592 -0.23351683  0.02659971  0.13355659
  0.17615427  0.01918625]"
5353,3936,"[ 0.43807724 -0.24673815  0.08408447  0.14607079  0.10150753 -0.38554647
  0.28465313  0.22337169  0.00794202 -0.06403772  0.03102798  0.17826661
 -0.03785677 -0.24697719 -0.32295317 -0.33035208  0.37099432  0.11574347
  0.20655252 -0.00215776  0.08273226  0.04550523 -0.05051372 -0.20823936
 -0.090483   -0.16676205  0.07049769 -0.10475915  0.01457674  0.15668367
 -0.11388742  0.18687431]"
5354,6559,"[ 0.67351494 -0.50147269  0.02492529  0.14936358  0.15748479 -0.30409419
  0.53679663  0.20261543 -0.05189131  0.03141977  0.19788087  0.03363366
 -0.10336903 -0.09565611 -0.31723631 -0.58216188  0.39485377  0.30321097
  0.36362351 -0.08987024 -0.06073557 -0.11272354 -0.13089449 -0.4717825
  0.19146643 -0.21490457 -0.06254536 -0.15885637  0.00330415 -0.13489006
 -0.48324565  0.49611312]"
5355,933,"[ 1.06698113 -0.64673627 -0.48094271 -0.18761929  0.34866317  0.13570843
  0.00268095  0.61240672  0.02711466 -0.20492254  0.59165878  0.57997824
 -0.45945334 -0.34521277  0.06598074 -0.37839622  0.10761521 -0.07242873
 -0.0606694  -0.54277193  0.12299791  0.11366463 -0.0715206  -0.09226377
  0.25448033 -0.14904516  0.07513556  0.11813847  0.36968264  0.42852291
 -0.34176887  0.45044286]"
5356,3810,"[ 0.23439396 -0.16398627 -0.13013211  0.00155646  0.05533155 -0.11574669
  0.04207587  0.1383132  -0.02399971  0.00039399  0.14682677 -0.06298908
  0.02491552 -0.10023126  0.04009752 -0.09621443  0.31227783  0.03888821
 -0.02592175 -0.12512957  0.0423783   0.03342891  0.01229028 -0.08896883
  0.07992031  0.01827365 -0.07256041  0.01522584  0.0085109  -0.10490202
  0.06229228  0.17042819]"
5357,3169,"[ 0.89211003 -0.65863691 -0.26125852 -0.16518133  0.07000228 -0.28950913
  0.56779194  0.04497702  0.13153194 -0.20340186  0.4470949   0.23529969
 -0.49867314 -0.07850706 -0.59847369 -0.45255791  0.4341476   0.1180889
 -0.03418786  0.19494097  0.03669647  0.06687092 -0.08464752  0.01525409
 -0.05193106 -0.19036666  0.03746176 -0.15033877 -0.13190143  0.41586272
  0.08703149  0.2210009 ]"
5358,4185,"[ 0.17513195 -0.09365636 -0.01703285 -0.12177562  0.23981586  0.0405934
 -0.01809461  0.10685469  0.07434327 -0.06534908  0.10765445  0.03315308
 -0.04051797 -0.24642412  0.01848357 -0.04076427 -0.03935085  0.02701526
  0.06555528 -0.05308963 -0.02434115 -0.04023785 -0.14558792 -0.08626251
  0.09708441  0.06943165  0.06800295 -0.09589057  0.0983955   0.09546065
  0.03243539 -0.0678925 ]"
5359,5937,"[ 0.17513195 -0.09365636 -0.01703285 -0.12177562  0.23981586  0.0405934
 -0.01809461  0.10685469  0.07434327 -0.06534908  0.10765445  0.03315308
 -0.04051797 -0.24642412  0.01848357 -0.04076427 -0.03935085  0.02701526
  0.06555528 -0.05308963 -0.02434115 -0.04023785 -0.14558792 -0.08626251
  0.09708441  0.06943165  0.06800295 -0.09589057  0.0983955   0.09546065
  0.03243539 -0.0678925 ]"
5360,3655,"[ 0.66595966 -0.64522874  0.03134682 -0.05567536  0.16336677  0.3258238
  0.17837543  0.40634709  0.10067212 -0.0125824   0.10073669  0.43507007
 -0.11090941 -0.06981006 -0.04913994 -0.0452378  -0.04867315 -0.1064423
 -0.17633299 -0.29893027  0.0936744  -0.25553189 -0.02641041  0.2335014
  0.08729756  0.05897801  0.17788966  0.35488917  0.31923679  0.38431325
 -0.01375454  0.40325332]"
5361,4238,"[ 0.52803266 -0.26712413 -0.0575666  -0.29885903  0.43436052  0.16546745
 -0.2086537   0.48535292  0.24056383 -0.04529476  0.23539564  0.00884885
 -0.1572408  -0.41629515  0.26092423  0.04198782 -0.02797616 -0.204421
 -0.00855542 -0.43725677 -0.00562417 -0.08171251 -0.01602127  0.09204464
  0.18108829 -0.10374458  0.03623275  0.06657186  0.14728911  0.13157054
 -0.03564464 -0.04410221]"
